track_name,size_bytes,currency,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,ver,cont_rating,prime_genre,,,,,,,,,,,,,,,size_bytes,
FINAL FANTASY VI,665.83,USD,14.99,2998,592,4.5,4.5,2.0.4,9+,Games,,,,,,,,,,,,,,,698171392,
FireChat,14.33,USD,0,1037,42,3,3.5,8.0.12,12+,Social Networking,,,,,,,,,,,,,,,15021056,
minimoï¼ˆãƒŸãƒ‹ãƒ¢ï¼‰/ã‚µãƒ­ãƒ³äºˆç´„,22.61,USD,0,0,0,0,0,6.2.5,17+,Catalogs,,,,,,,,,,,,,,,23707648,
DoorDash - Food Delivery,95.9,USD,0,25947,3,4.5,3.5,3.0.18,4+,Food & Drink,,,,,,,,,,,,,,,100554752,
Touchgrind Skate 2,160.26,USD,4.99,2816,15,4.5,4.5,1.5,4+,Games,,,,,,,,,,,,,,,168042496,
ãƒ€ã‚¤ã‚¨ãƒƒãƒˆå¥³å­ãŒç—©ã›ãŸé­”æ³•ã®ã‚¢ãƒ—ãƒª-é£Ÿäº‹ãƒ»é‹å‹•ãƒ»ç¾Žå®¹ï¼ DIET,16.54,USD,0,0,0,0,0,1.14,4+,Health & Fitness,,,,,,,,,,,,,,,17347584,
Block Fortress: War,430.43,USD,1.99,1889,804,4.5,4.5,1.2.4,12+,Games,,,,,,,,,,,,,,,451338240,
Broken Sword 5 - the Serpent's Curse,1853.8,USD,6.99,199,26,4,4.5,1.14,12+,Games,,,,,,,,,,,,,,,1943845888,
Blocky Roads,49.45,USD,0.99,3282,3,4.5,4.5,1.2.3,4+,Games,,,,,,,,,,,,,,,51849216,
Optical Inquisitor 17+,52.27,USD,0.99,12099,1922,5,5,1.5,17+,Games,,,,,,,,,,,,,,,54808576,
comico/äººæ°—ã‚ªãƒªã‚¸ãƒŠãƒ«æ¼«ç”»ãŒæ¯Žæ—¥æ›´æ–°ï¼/ã‚³ãƒŸã‚³,70.52,USD,0,62,1,4.5,4,4.4.1,12+,Book,,,,,,,,,,,,,,,73945088,
G1ç‰§å ´ã‚¹ãƒ†ãƒ¼ã‚¯ã‚¹,181.1,USD,4.99,0,0,0,0,2.02,4+,Games,,,,,,,,,,,,,,,189901824,
Trial Xtreme 4,893.02,USD,0,3403,2,4,3,1.97,4+,Games,,,,,,,,,,,,,,,936401920,
The Occupant,76.83,USD,0.99,155,151,4.5,4.5,1.1,9+,Games,,,,,,,,,,,,,,,80564224,
Hidden CityÂ®: Mystery of Shadows,98.68,USD,0,37304,198,4.5,4.5,1.13.1301,9+,Games,,,,,,,,,,,,,,,103477248,
"Ebates: Cash Back, Coupons & Rebate Shopping App",103.07,USD,0,12617,99,5,4.5,4.15.0,4+,Shopping,,,,,,,,,,,,,,,108079104,
FizzUp â€“ Online Fitness Trainer,118.38,USD,0,5,0,5,0,1.21.2,4+,Health & Fitness,,,,,,,,,,,,,,,124125184,
Trivia Crack (No Ads),235.92,USD,2.99,77370,2,4.5,4.5,2.4,4+,Games,,,,,,,,,,,,,,,247385088,
Pitu,97.39,USD,0,968,4,5,5,4.9.2,4+,Photo & Video,,,,,,,,,,,,,,,102120448,
"Funny Veggies! Educational games for children and babies: logic, counting, colors, sums. Development for preschoolers, activities for kids (2, 3, 4, 5 year: baby, boy and girl)!",104.2,USD,3.99,6,5,3.5,3.5,1.3,4+,Education,,,,,,,,,,,,,,,109260800,
Lep's World 3,81.21,USD,0,11341,582,4.5,4.5,1.8.9,4+,Games,,,,,,,,,,,,,,,85154816,
"Flipp - Weekly Ads, Shopping List, and Coupons",88.1,USD,0,6677,78,4.5,4.5,6.0.3,4+,Shopping,,,,,,,,,,,,,,,92380160,
WEAR - Fashion Lookbook,93.74,USD,0,66,3,4,4.5,4.11.0,4+,Shopping,,,,,,,,,,,,,,,98292736,
"Police Lights 3 - Fire Truck, Police and Paramedic Sirens",36.03,USD,0.99,12,4,2.5,4,1.1.4,4+,Entertainment,,,,,,,,,,,,,,,37777408,
Battle Supremacy,1029.49,USD,4.99,3124,319,4,4,1.3.0,12+,Games,,,,,,,,,,,,,,,1079500800,
Christmas Countdown 2017,52.92,USD,0,334,0,4.5,0,6.1,4+,Entertainment,,,,,,,,,,,,,,,55493632,
ãã‚Œã‚†ã‘ï¼ãƒ¤ãƒ³ã‚­ãƒƒã‚­ãƒ¼,53.93,USD,0,0,0,0,0,3.1,4+,Games,,,,,,,,,,,,,,,56548352,
Sunday Lawn Seasons,14.55,USD,0.99,1420,173,4.5,4.5,1.04.1,4+,Games,,,,,,,,,,,,,,,15258624,
FACIE,33.57,USD,0,514,3,3.5,4.5,3.4,4+,Photo & Video,,,,,,,,,,,,,,,35204096,
TCS NYC Marathon,28.53,USD,0,43,0,3.5,0,4.2,17+,Sports,,,,,,,,,,,,,,,29911040,
Cookie Jam,141.53,USD,0,52831,89,4.5,4.5,6.50.110,4+,Games,,,,,,,,,,,,,,,148408320,
LEGOÂ® Star Warsâ„¢:  The Complete Saga,825.46,USD,0,19340,289,4,4,1.9.15,9+,Games,,,,,,,,,,,,,,,865561600,
THE KING OF FIGHTERS '97,102.02,USD,2.99,681,560,4.5,4.5,1.1,12+,Games,,,,,,,,,,,,,,,106971136,
Monument Valley,642.05,USD,3.99,24909,510,4.5,4.5,2.4.60,4+,Games,,,,,,,,,,,,,,,673243136,
Pan Book 2: Chasing the Keeper,755.81,USD,5.99,394,2,4.5,5,3.3.1,4+,Book,,,,,,,,,,,,,,,792521728,
Green Screen by Do Ink,26.73,USD,2.99,257,23,3.5,3.5,2.3.4,4+,Education,,,,,,,,,,,,,,,28033024,
Hue Halloween for Philips Hue,82.91,USD,1.99,54,16,3.5,4.5,1.8,9+,Entertainment,,,,,,,,,,,,,,,86936576,
ProCam 4 - Manual Camera + RAW,42.98,USD,4.99,5150,236,4.5,4.5,8.9,4+,Photo & Video,,,,,,,,,,,,,,,45063168,
Toca Hair Salon Me,126.06,USD,2.99,895,25,4,3,1.0.3,4+,Entertainment,,,,,,,,,,,,,,,132188160,
Christmas Dentist Doctor Kid Games (Girls & Boys),36.29,USD,0,6917,454,4.5,4,1.6,4+,Games,,,,,,,,,,,,,,,38051840,
Double Dragon Trilogy,127.27,USD,2.99,427,73,4,4,1.2,12+,Games,,,,,,,,,,,,,,,133456896,
Sago Mini Ocean Swimmer,180.61,USD,2.99,690,16,4.5,4.5,1.5,4+,Education,,,,,,,,,,,,,,,189380608,
Disney Magic Kingdoms,446.57,USD,0,17213,495,4,4.5,2.1.1,4+,Games,,,,,,,,,,,,,,,468258816,
XFINITY Stream,129.92,USD,0,14198,722,3,4,4.2.1,12+,Entertainment,,,,,,,,,,,,,,,136228864,
Hitman GO,1047.17,USD,4.99,8673,227,4.5,4.5,1.12.9,9+,Games,,,,,,,,,,,,,,,1098042368,
Disney Applause,13.47,USD,0,1654,47,2,4.5,1.8,17+,Entertainment,,,,,,,,,,,,,,,14128128,
ç§€è‰²ç§€åœº-ç½‘çº¢ç›´æ’­ èŠå¤©äº¤å‹,84.47,USD,0,6,0,2.5,0,8.0.8,17+,Social Networking,,,,,,,,,,,,,,,88574976,
Timeline Builder: Create Custom Timelines,16.12,USD,1.99,21,0,2.5,0,2.1.1,4+,Education,,,,,,,,,,,,,,,16902144,
SHOWROOM - video live streaming,108.3,USD,0,20,1,5,4,4.4.5,17+,Entertainment,,,,,,,,,,,,,,,113558528,
GhostCallDX,76.48,USD,0,0,0,0,0,1.0.23,4+,Education,,,,,,,,,,,,,,,80192512,
God of Light,305.86,USD,1.99,3542,92,4.5,4.5,1.2,4+,Games,,,,,,,,,,,,,,,320721920,
Super Why! Phonics Fair,112.02,USD,3.99,72,1,3,1,2.3,4+,Education,,,,,,,,,,,,,,,117460992,
Beat the Boss 3 (17+),328.13,USD,0.99,507,90,4.5,4,2.0.0,17+,Games,,,,,,,,,,,,,,,344064000,
Cut the Rope: Time Travel Free,116.93,USD,0,4327,1094,4,4.5,1.1.0,4+,Games,,,,,,,,,,,,,,,122609664,
Xbox,106.6,USD,0,72187,909,4.5,4.5,1705.522.332,12+,Entertainment,,,,,,,,,,,,,,,111777792,
Raildale - Railroad & Railway Building Game,16.09,USD,2.99,61,18,4,3.5,1.5.8,4+,Games,,,,,,,,,,,,,,,16873472,
A Dark Room,25.52,USD,0.99,29540,2749,4.5,5,2.33,12+,Games,,,,,,,,,,,,,,,26759168,
Arise: Beat Procrastination & dominate todo lists!,7.49,USD,2.99,52,12,4,4.5,3.1,9+,Productivity,,,,,,,,,,,,,,,7851008,
LEGOÂ® Marvel Super Heroes: Universe in Peril,1206.63,USD,4.99,1784,884,4,4,1.4,9+,Games,,,,,,,,,,,,,,,1265238016,
ç¾Žå›¢å¤–å–-ç”œç‚¹ç”Ÿé²œç­‰é›¶é£Ÿé…é€ï¼Œé²œèŠ±è›‹ç³•å‡†æ—¶å¿…è¾¾,69.5,USD,0,225,17,4.5,5,5.6.0,4+,Food & Drink,,,,,,,,,,,,,,,72879104,
"FandangoNOW - Movies + TV - anytime, anywhere",104.72,USD,0,787,82,2,1.5,2.2.5,12+,Entertainment,,,,,,,,,,,,,,,109808640,
Farming Simulator 14,127.05,USD,0,3615,1267,4,4.5,1.3.2,4+,Games,,,,,,,,,,,,,,,133218304,
VivaVideo - Best Video Editor & Photo Movie Maker,129.91,USD,0,10618,267,4.5,4.5,5.8.2,4+,Photo & Video,,,,,,,,,,,,,,,136221696,
Ski Safari: Adventure Time - Stunt Skiing Endless Runner with Finn and BMO,301.04,USD,0.99,3699,827,4.5,4.5,1.5.5,4+,Games,,,,,,,,,,,,,,,315658240,
ç¾Žç”·ç¾Žå¥³è¨ºæ–­,13.65,USD,0,0,0,0,0,2.0.3,4+,Entertainment,,,,,,,,,,,,,,,14309376,
Literacy Leveler,2.34,USD,4.99,196,68,3.5,3.5,2.0.1,4+,Education,,,,,,,,,,,,,,,2455552,
Detective Grimoire,160.43,USD,1.99,439,382,4.5,4.5,1.0.2,9+,Games,,,,,,,,,,,,,,,168226816,
Dr. Panda Bus Driver,165.81,USD,2.99,536,12,4.5,4.5,1.3,4+,Education,,,,,,,,,,,,,,,173861888,
Dr. Panda Home,298.07,USD,2.99,691,24,4.5,4.5,1.6,4+,Education,,,,,,,,,,,,,,,312545280,
Redï¼shop the world,61.3,USD,0,768,1,4.5,1,4.21,4+,Shopping,,,,,,,,,,,,,,,64273408,
PDF Pro 2 - The ultimate PDF app,34.51,USD,4.99,149,1,4,1,2.2.7,17+,Business,,,,,,,,,,,,,,,36186112,
æˆ‘çš„å¯†ç -æžç®€è´¦å·å¤‡å¿˜å½•ï¼Œå®‰å…¨è®°å½•ç®¡å®¶,3.72,USD,1.99,2,2,5,5,2.3,4+,Productivity,,,,,,,,,,,,,,,3905536,
Blek,113.38,USD,2.99,20144,64,4.5,4.5,1.7,4+,Games,,,,,,,,,,,,,,,118883328,
"PDF Expert 6: Read, annotate & edit PDF documents",117.88,USD,9.99,15248,111,4.5,3.5,6.0.3,4+,Productivity,,,,,,,,,,,,,,,123600896,
bergfex/Ski PRO,32.26,USD,2.99,9,1,4,5,2.4.2,4+,Weather,,,,,,,,,,,,,,,33825792,
MONSTER HUNTER FREEDOM UNITE for iOS,1162.83,USD,14.99,2170,87,4.5,4.5,1.00.11,12+,Games,,,,,,,,,,,,,,,1219313664,
Pocket Stables,181.14,USD,4.99,160,1,4.5,5,2.02,4+,Games,,,,,,,,,,,,,,,189939712,
GraphNCalc83,13.58,USD,6.99,311,63,4.5,5,1.6,4+,Education,,,,,,,,,,,,,,,14244864,
Team Umizoomi: Math Racer HD,371.04,USD,4.99,169,149,3.5,3.5,1.2,4+,Education,,,,,,,,,,,,,,,389066752,
Google Play Movies & TV,61.87,USD,0,1195,92,3,4,2.10.0106,12+,Entertainment,,,,,,,,,,,,,,,64877568,
MixChannel,104.79,USD,0,6,0,4,0,5.0.5,17+,Photo & Video,,,,,,,,,,,,,,,109877248,
Alpha Omega,171.91,USD,0,2892,59,4.5,4.5,3.1.1,4+,Games,,,,,,,,,,,,,,,180259840,
Toca Lab: Elements,170.97,USD,2.99,1689,1,4,5,1.1.0,4+,Entertainment,,,,,,,,,,,,,,,179275776,
Wallpapers for Me - Themes & Background Images,76.31,USD,0,16925,454,4.5,4.5,4.4,4+,Entertainment,,,,,,,,,,,,,,,80015360,
Pimp Your Screen - Custom Themes & Wallpapers,77.58,USD,1.99,6424,533,4.5,4.5,4.2,4+,Lifestyle,,,,,,,,,,,,,,,81352704,
"Weather Live - Weather Forecast, Radar and Alerts",54.87,USD,4.99,28497,4672,4.5,4.5,5.4,4+,Weather,,,,,,,,,,,,,,,57539584,
Weather Live Free - Weather Forecast & Alerts,96.82,USD,0,35702,3768,4.5,4.5,5.3,4+,Weather,,,,,,,,,,,,,,,101524480,
Emoji Keyboard for Me - Free Emoji Keyboard Themes,145.03,USD,0,4162,208,4.5,4.5,6.4,4+,Utilities,,,,,,,,,,,,,,,152071168,
Emoji Keyboard for Me - Keyboard Themes & Emojis,140.55,USD,2.99,2167,69,4,4,6.4,4+,Utilities,,,,,,,,,,,,,,,147377152,
Pimp Your Sound,56.35,USD,1.99,425,126,4,4,2.6,4+,Music,,,,,,,,,,,,,,,59085824,
Calculator Pro for iPad - Scientific Calculator,64.89,USD,2.99,6645,629,4.5,4.5,4.8,4+,Utilities,,,,,,,,,,,,,,,68042752,
Calculator Pro for iPad Free - Smart Calculator,84.97,USD,0,47803,6883,4.5,4.5,4.9,4+,Utilities,,,,,,,,,,,,,,,89096192,
Alarm Clock for Me - Best Wake Up Music & Clock,114.44,USD,0,4959,768,4,4,2.17,4+,Utilities,,,,,,,,,,,,,,,120000512,
Alarm Clock for Me - Sleep Timer & Event Countdown,70.77,USD,3.99,1635,120,4,4,3.1,4+,Utilities,,,,,,,,,,,,,,,74212352,
"Notepad+: Take Notes, Annotate and Write on PDF",60.52,USD,14.99,6288,268,4.5,4.5,3.9,4+,Productivity,,,,,,,,,,,,,,,63457280,
NOAA Radar Pro â€“ Weather Alerts & Forecast,78.93,USD,3.99,28032,3123,4.5,4.5,3.16,4+,Weather,,,,,,,,,,,,,,,82765824,
NOAA Weather Radar - Weather Forecast & HD Radar,103.16,USD,0,45696,2673,4.5,4.5,3.17,4+,Weather,,,,,,,,,,,,,,,108172288,
Serato Remote Mini,4.39,USD,4.99,50,50,3,3,1.0.1,4+,Music,,,,,,,,,,,,,,,4603904,
ã‚¹ã‚¿ãƒã§å‘ªæ–‡,41.29,USD,0,0,0,0,0,2.8,4+,Food & Drink,,,,,,,,,,,,,,,43293696,
NightCap Camera,6.28,USD,1.99,128,9,4,5,9,4+,Photo & Video,,,,,,,,,,,,,,,6580224,
æ–°æ¦‚å¿µè‹±è¯­2015æœ€æ–°ç‰ˆ-è‹±ç¾Žå…¨å››å†Œ,453.57,USD,0.99,6,1,5,5,2,4+,Education,,,,,,,,,,,,,,,475598848,
InstaVideo Pro - Add background music to videos,4.05,USD,1.99,51,11,2,2,2.2.2,4+,Utilities,,,,,,,,,,,,,,,4246528,
Skateboard Party 2,1234.16,USD,1.99,187,6,4.5,5,1.12,12+,Games,,,,,,,,,,,,,,,1294111744,
Cursive Writing Wizard - Kids Learn to Write Letters & Words,50.03,USD,4.99,121,17,5,4.5,3.0.2,4+,Education,,,,,,,,,,,,,,,52457472,
AJ Jump: Animal Jam Kangaroos!,152.77,USD,1.99,834,65,4.5,3.5,1.6,4+,Games,,,,,,,,,,,,,,,160192512,
Calculator HD - the missing calculator on your iPad,2.86,USD,1.99,42,18,4.5,5,3,4+,Utilities,,,,,,,,,,,,,,,3002368,
Weaphones: Firearms Simulator Volume 2,33.57,USD,2.99,481,264,4.5,4.5,1.3.0,12+,Games,,,,,,,,,,,,,,,35201024,
Skyline Skaters,148.17,USD,0,11785,4,4.5,4,2.16.1,4+,Games,,,,,,,,,,,,,,,155365376,
Pakka Pets Village - Build a Cute Virtual Pet Town,195.52,USD,0,11933,755,4.5,5,2.0.11,4+,Games,,,,,,,,,,,,,,,205014016,
æˆ¦å›½ä¹™å¥³ã€œå‰£æˆŸã«èˆžã†ç™½ãå‰£è–ã€œ,1341.04,USD,14.99,0,0,0,0,1.0.4,17+,Games,,,,,,,,,,,,,,,1406185472,
ã‚¹ãƒŠã‚¤ãƒ‘ã‚¤72,777.91,USD,0.99,0,0,0,0,1.0.1,12+,Games,,,,,,,,,,,,,,,815697920,
"Blokusâ„¢ â€“ Attack, Block & Defend!",103.63,USD,1.99,423,36,3.5,3,1.2.0,4+,Games,,,,,,,,,,,,,,,108665856,
MetaMoJi Note Lite,101.52,USD,0,93,2,4,5,3.9.3,4+,Productivity,,,,,,,,,,,,,,,106452992,
Grand Theft Auto: San Andreas,1964.97,USD,6.99,32533,188,4,4,2,17+,Games,,,,,,,,,,,,,,,2060416000,
Waterlogue,53.1,USD,3.99,1827,141,4.5,4.5,1.3.1,4+,Photo & Video,,,,,,,,,,,,,,,55678976,
7 Minute Workout Challenge HD for iPad,110.88,USD,2.99,258,219,4.5,4.5,1.4,4+,Health & Fitness,,,,,,,,,,,,,,,116260864,
Hard Time VIP (Prison Sim),45.69,USD,4.99,276,12,4,4.5,1.36,17+,Games,,,,,,,,,,,,,,,47905792,
AngerForce - Strikers,292.86,USD,3.99,22,1,3.5,4,1.36,9+,Games,,,,,,,,,,,,,,,307089408,
Power Ping Pong,708.44,USD,4.99,69,0,3.5,0,1.2.1,4+,Games,,,,,,,,,,,,,,,742855680,
æ‡‚çƒå¸ - è¶³çƒè¿·å¿…å¤‡ç¥žå™¨,74.11,USD,0,439,2,4.5,4.5,5.6,12+,Sports,,,,,,,,,,,,,,,77705216,
Disney Movies Anywhere: Watch Your Disney Movies!,77.27,USD,0,15900,78,3.5,3.5,1.7.8,12+,Entertainment,,,,,,,,,,,,,,,81021952,
"FXNOW - Full Episodes, Movies, and Stream Live TV",68.22,USD,0,9496,208,3,4,1.11,12+,Entertainment,,,,,,,,,,,,,,,71529472,
Angry Birds Epic RPG,554.59,USD,0,84680,68,4.5,4.5,2.1.2,4+,Games,,,,,,,,,,,,,,,581533696,
Criminal Case,125.81,USD,0,63291,1991,4.5,4.5,1.16,12+,Games,,,,,,,,,,,,,,,131917824,
Spider: Rite of the Shrouded Moon,866.08,USD,4.99,155,38,4.5,4.5,1.1.1,9+,Games,,,,,,,,,,,,,,,908151808,
èˆªæ—…çºµæ¨ªPRO-å®˜æ–¹èˆªç­åŠ¨æ€ã€æ‰‹æœºå€¼æœºã€æœºç¥¨,69.1,USD,0.99,197,3,4.5,5,2.2.7,17+,Travel,,,,,,,,,,,,,,,72461312,
TV App,0.92,USD,0.99,195,70,4.5,4,2.1,17+,Lifestyle,,,,,,,,,,,,,,,962560,
YouCam Perfect - Photo & Selfie Editor,125.54,USD,0,4293,44,4.5,5,5.20.1,4+,Photo & Video,,,,,,,,,,,,,,,131635200,
MiP App,91.74,USD,0,4350,994,4.5,4.5,1.2.2,4+,Entertainment,,,,,,,,,,,,,,,96199680,
å®œæœå°è¯´-äº¿ä¸‡ç½‘å‹å…±äº«é«˜å“è´¨é˜…è¯»ç¦»çº¿è¿½æ›´,40.17,USD,0,201,8,4.5,4.5,2.17.0,17+,Book,,,,,,,,,,,,,,,42125312,
Hide N Seek : Mini Multiplayer Game,176.45,USD,0,10358,293,4,4,4.6,12+,Games,,,,,,,,,,,,,,,185019392,
åˆæˆ¦!!ã«ã‚“ã˜ã‚ƒæ‘,177.47,USD,4.99,0,0,0,0,2,4+,Games,,,,,,,,,,,,,,,186089472,
Stick & MojiMe New,61.85,USD,0.99,10,0,1.5,0,2.7.1,12+,Lifestyle,,,,,,,,,,,,,,,64851968,
Bowling King,166.42,USD,0,60271,114,4.5,4,1.40.23,4+,Games,,,,,,,,,,,,,,,174499840,
Microtrip,31.06,USD,0,1551,797,4.5,4.5,1.5.1,4+,Games,,,,,,,,,,,,,,,32567296,
Pointless Quiz,76.74,USD,1.99,32,5,4.5,5,2.4,4+,Games,,,,,,,,,,,,,,,80462848,
LEGOÂ® Star Warsâ„¢:  Microfighters,237.17,USD,0.99,139,28,3.5,3.5,1.51,9+,Games,,,,,,,,,,,,,,,248688640,
Date & Time Photo Stamp,0.59,USD,0.99,21,21,2.5,2.5,1,4+,Photo & Video,,,,,,,,,,,,,,,618496,
LEGOÂ® Friends,730.94,USD,4.99,400,316,4,4.5,1.2.67152,4+,Games,,,,,,,,,,,,,,,766447616,
News Pro - Breitbart Edition,2.56,USD,0.99,244,129,3.5,4.5,1.0.10,4+,News,,,,,,,,,,,,,,,2683904,
Ducky Fuzz,58.7,USD,0.99,1,1,5,5,1.03,9+,Games,,,,,,,,,,,,,,,61550592,
FilmStory - For All Your Video Editing Needs,77.05,USD,0,66,8,4,3.5,2.5,4+,Photo & Video,,,,,,,,,,,,,,,80793600,
Kahuna,58.05,USD,0.99,59,39,4,4,1.1,4+,Games,,,,,,,,,,,,,,,60870656,
MiFlightâ„¢ â€“ Airport security line wait times at checkpoints for domestic and international travelers,39,USD,0,493,76,4.5,2,1.966,4+,Travel,,,,,,,,,,,,,,,40896512,
WWE SuperCard,377.24,USD,0,13842,157,4.5,4,1.7.248694,9+,Games,,,,,,,,,,,,,,,395563008,
iA Writer,26.79,USD,3.99,541,20,4,4.5,4.0.5,4+,Productivity,,,,,,,,,,,,,,,28087296,
Beast Poker,103.78,USD,0,0,0,0,0,5.6.15,12+,Games,,,,,,,,,,,,,,,108818432,
Shadowmatic,300.31,USD,3.99,6136,342,4.5,5,1.9.5,4+,Games,,,,,,,,,,,,,,,314895360,
Dungeon Boss,161.8,USD,0,20980,616,4.5,4.5,0.5.7961,9+,Games,,,,,,,,,,,,,,,169657344,
Motorsport Manager,681.32,USD,1.99,2394,1821,4.5,4.5,1.1.5,9+,Games,,,,,,,,,,,,,,,714420224,
ChineseSkill -Learn Mandarin Chinese Language Free,166.51,USD,0,6077,157,5,5,4.1.1,4+,Education,,,,,,,,,,,,,,,174596096,
"GoodReader - PDF Reader, Annotator and File Manager",61.35,USD,4.99,4756,1191,4.5,4.5,4.12.1,4+,Productivity,,,,,,,,,,,,,,,64333824,
miCal - the missing calendar with reminders,30.66,USD,1.99,245,35,4,4,7.8,4+,Productivity,,,,,,,,,,,,,,,32152576,
FilmStory Pro - For All Your Video Editing Needs,77.05,USD,3.99,0,0,0,0,2.5,4+,Photo & Video,,,,,,,,,,,,,,,80793600,
Naughty Kitties,211.34,USD,0,4162,207,4.5,4.5,1.2.17,4+,Games,,,,,,,,,,,,,,,221608960,
FlixBus - bus travel in Europe,27.79,USD,0,92,4,4.5,4.5,3.8.1,4+,Travel,,,,,,,,,,,,,,,29140992,
GoodNotes 4 - Notes & PDF,186.18,USD,7.99,7004,85,4.5,4.5,4.11.10,4+,Productivity,,,,,,,,,,,,,,,195221504,
Isabelle Dance Studio,537.79,USD,0.99,178,114,3,3,1.0.2,4+,Games,,,,,,,,,,,,,,,563912704,
Threes!,89.45,USD,2.99,18494,1983,4.5,3.5,1.3.5,4+,Games,,,,,,,,,,,,,,,93796352,
The Amazing Spider-Man 2,1385.42,USD,6.99,8843,4622,4,4.5,1.2.0,12+,Games,,,,,,,,,,,,,,,1452716032,
Santa was in my House! Catch Santa Camera,11.38,USD,0.99,2,2,1,1,1,4+,Games,,,,,,,,,,,,,,,11927552,
Fonta,21.44,USD,0.99,217,94,4,4,1.2.0,4+,Photo & Video,,,,,,,,,,,,,,,22478848,
Effects Studio,65.97,USD,1.99,64,2,4,4.5,4.3.7,9+,Photo & Video,,,,,,,,,,,,,,,69170176,
"Quick Fit - 7 Minute Workout, Abs, and Yoga",179.25,USD,0,407,39,4.5,4.5,2.8,4+,Health & Fitness,,,,,,,,,,,,,,,187962368,
First Strike 1.3,142.17,USD,3.99,1016,3,4,4.5,1.3.1.1,12+,Games,,,,,,,,,,,,,,,149073920,
R.B.I. Baseball 14,800.2,USD,4.99,4459,1703,3,4,1.0.5,4+,Games,,,,,,,,,,,,,,,839073792,
Shadow Blade,578.54,USD,1.99,503,37,4.5,4.5,1.5.2,12+,Games,,,,,,,,,,,,,,,606646272,
Beautiful Japanese Handwriting,35.34,USD,0,0,0,0,0,3.0.6,17+,Education,,,,,,,,,,,,,,,37053440,
J&J Official 7 Minute Workout,231.25,USD,0,4861,138,5,5,2.6.3,4+,Health & Fitness,,,,,,,,,,,,,,,242486272,
èµ¤ãƒšãƒ³ æå‡ºã‚«ãƒ¡ãƒ©,21.66,USD,0,0,0,0,0,3.2,4+,Education,,,,,,,,,,,,,,,22713344,
Heart of Vegas Slots â€“ Casino Slot Machine Games,91.64,USD,0,19355,317,4.5,4.5,2.22.0,12+,Games,,,,,,,,,,,,,,,96088064,
Mixgram - Picture Collage Maker - Pic Photo Editor,86.04,USD,0,54282,1440,4.5,4.5,4.2.2,4+,Photo & Video,,,,,,,,,,,,,,,90218496,
"Yoshirt - Design Your Own Custom Tshirt, Tote Bag, Socks and More",46.99,USD,0,1849,87,4,4,3.3.3,4+,Lifestyle,,,,,,,,,,,,,,,49271808,
Farming USA,88.11,USD,1.99,987,35,4.5,4,1.7,4+,Games,,,,,,,,,,,,,,,92385280,
å’ªå’•è§†é¢‘-ç”µè§†å‰§ç»¼è‰ºç›´æ’­,41.57,USD,0,0,0,0,0,4.0.0,17+,Lifestyle,,,,,,,,,,,,,,,43587584,
Patrick Kane's MVP Hockey,154.5,USD,3.99,849,113,4.5,4.5,1.4.0,4+,Games,,,,,,,,,,,,,,,162003968,
å®œäººè´·å€Ÿæ¬¾,61.21,USD,0,12,0,4.5,0,4.4.0,17+,Finance,,,,,,,,,,,,,,,64179200,
AG Drive,516.29,USD,3.99,1218,93,4,3.5,1.8.2,4+,Games,,,,,,,,,,,,,,,541367296,
Beautiful Japanese Handwriting for iPhone,21.99,USD,0,0,0,0,0,3.0.5,4+,Education,,,,,,,,,,,,,,,23057408,
Jodel,54.03,USD,0,1193,19,4.5,5,3.58,17+,Social Networking,,,,,,,,,,,,,,,56655872,
Block Ð¡ity Wars: game and skin export to minecraft,756.62,USD,0,13097,468,4.5,4.5,6.4.5,17+,Games,,,,,,,,,,,,,,,793368576,
KORG Gadget,876.39,USD,39.99,1297,92,4.5,5,3.0.1,4+,Music,,,,,,,,,,,,,,,918957056,
"Warhammer 40,000: Deathwatch - Tyranid Invasion",1598.74,USD,1.99,2917,2550,4.5,4.5,1.3,12+,Games,,,,,,,,,,,,,,,1676402688,
Jurassic Worldâ„¢: The Game,459.88,USD,0,149138,913,4.5,4.5,1.13.14,4+,Games,,,,,,,,,,,,,,,482223104,
Card Wars - Adventure Time Card Game,1198.07,USD,3.99,13245,1095,3.5,4,1.11.0,9+,Games,,,,,,,,,,,,,,,1256266752,
å¼€å¿ƒæ¶ˆæ¶ˆä¹Â®,129.77,USD,0,40,2,4,2.5,1.1.34,4+,Games,,,,,,,,,,,,,,,136075264,
"Logos Quiz -Guess the most famous brands, new fun!",69.21,USD,0,58640,2023,5,5,2,4+,Games,,,,,,,,,,,,,,,72567808,
UK Snow Radar,22,USD,1.99,0,0,0,0,1.5,4+,Weather,,,,,,,,,,,,,,,23069696,
VPN SecureLine - privacy & security by Avast,75.7,USD,0,1534,16,4,5,4.1.1,4+,Utilities,,,,,,,,,,,,,,,79377408,
feather for Twitter,63.31,USD,2.99,22,0,4.5,0,3.7.0,17+,Social Networking,,,,,,,,,,,,,,,66388992,
Smart Channel -New Style of News Reader-,25.48,USD,0,0,0,0,0,2.4,17+,News,,,,,,,,,,,,,,,26721280,
ã‚†ã‚‹ãƒ‰ãƒ©ã‚·ãƒ« -æœ¬æ ¼æ´¾ç¥žè©±RPG-,87.01,USD,0,14,0,4.5,0,01.44.02,4+,Games,,,,,,,,,,,,,,,91238400,
